t_s	vx_mm_s	vy_mm_s	vz_mm_s
25.750507	-18.722486	-16.094439	1.155825
25.770439	-9.235351	-12.253119	1.272742
25.790427	-13.175164	-8.837420	-2.991617
25.810411	-19.289906	-17.706052	0.532992
25.830441	-10.760007	-7.507555	1.249614
25.850473	-21.363515	-20.438740	-1.157412
25.870419	-9.263869	-7.988441	1.842087
25.890421	-9.599833	-8.160540	-0.743056
25.910414	-22.066013	-20.805575	0.786194
25.930447	-13.262097	-10.138097	-1.045555
25.950390	-21.878584	-16.132421	-1.215953
25.970419	-11.057311	-6.013386	-1.359085
25.990422	-23.844176	-4.209893	1.332136
26.010430	-9.774135	3.434522	-1.668067
26.030428	-8.336527	5.839855	1.492448
26.050551	-18.924850	14.493372	-0.182536
26.070429	-21.079884	14.896928	-3.370158
26.090420	-5.855335	8.469205	3.747820
26.110422	-10.712047	8.713946	-1.678214
26.130484	-15.432396	15.113728	2.054751
26.150442	-11.291142	9.706526	-1.686303
26.170473	-9.351416	9.412407	1.468040
26.190421	-17.997071	16.391489	-1.109950
26.210419	-9.261087	6.550047	-1.088574
26.230443	-10.358897	8.834038	0.862089
26.250421	-17.543230	17.857046	-0.519502
26.270443	-7.703564	10.288229	0.570800
26.290452	-8.830819	8.366108	1.453485
26.310444	-19.664730	15.308058	-0.246345
26.330426	-17.014629	16.771399	-0.535711
26.350445	-10.741101	8.561509	-1.698959
26.370999	-18.062006	16.687763	-1.110457
26.390419	-6.450016	8.392526	1.192713
26.410444	-10.389286	8.726137	0.835533
26.430423	-15.498717	16.241388	0.046430
26.450444	-10.269314	5.865475	-1.707243
26.470401	-18.765617	19.932852	1.381761
26.490420	-9.214068	8.046284	-1.112711
26.510420	-18.252538	17.205160	1.368085
26.530421	-9.789708	9.020117	-1.118079
26.550444	-10.413371	8.642683	0.814594
26.570627	-16.923413	16.365048	-0.574745
26.590422	-10.540212	8.716864	0.817509
26.610420	-10.791584	8.415449	-1.723920
26.630423	-17.235085	19.284184	1.937978
26.650468	-7.277274	7.463540	0.532421
26.670494	-21.297758	21.107006	-0.333657
26.690427	-19.266731	13.921939	-0.342318
26.710460	-7.794231	10.053494	0.525413
26.730420	-10.477188	8.557903	0.788753
26.750513	-17.562463	18.854844	-0.614038
26.770420	-10.002684	5.923465	0.784382
26.790387	-17.689682	18.929092	-0.626274
26.810448	-11.006414	9.444290	0.771785
26.830682	-16.558464	17.862897	1.861821
26.850421	-8.879502	5.301872	-1.164977
26.870420	-11.918677	11.844601	-1.750370
26.890423	-16.769648	18.007921	1.869702
26.910420	-10.899856	6.595416	-1.754559
26.930420	-11.004161	11.027252	0.756924
26.950439	-20.690385	16.953947	-2.912985
26.970507	-6.504456	10.684193	3.596872
26.990428	-10.315548	7.223089	-1.767584
27.010422	-17.917244	21.475708	1.841233
27.030544	-8.178542	9.640571	-1.999843
27.050444	-1.503312	16.665508	-0.850503
27.070439	7.137667	8.452002	1.763821
27.090432	5.449751	7.457016	-3.854809
27.110421	19.130094	18.465638	2.419365
27.130443	15.889823	12.311768	-2.960233
27.150446	9.352913	8.451990	0.899348
27.170521	10.293639	9.000989	1.490018
27.190443	16.316982	12.591327	-0.475771
27.210395	10.352652	9.060701	1.491391
27.230442	8.972385	8.232547	-1.629044
27.250385	19.279370	14.354804	1.768601
27.270442	7.321166	7.259546	-0.782142
27.290442	9.340986	8.467089	0.875272
27.310721	19.036600	17.071785	-0.182195
27.330419	9.478740	8.602169	0.879860
27.350465	10.288650	9.033393	1.459265
27.370420	18.894090	14.154538	-0.812246
27.390513	9.286041	8.438932	0.851397
27.410421	20.351727	17.997081	0.367598
27.430419	6.893628	4.092055	-1.416098
27.450443	9.312111	8.473963	0.842914
27.470499	17.221657	16.113711	-1.918924
27.490419	10.888948	6.468093	1.439393
27.510422	9.315691	8.488735	0.832355
27.530446	18.254450	16.755536	-0.884858
27.550425	7.323005	7.315785	-0.842038
27.570445	13.449490	7.996349	1.136598
27.590421	18.285918	16.807991	-0.916459
27.610463	10.262232	9.064254	1.407126
27.630421	18.291212	16.833000	-0.938188
27.650420	10.836355	6.450053	1.401459
27.670569	18.109373	16.682280	-0.950049
27.690421	7.355491	7.377278	-0.878782
27.710421	9.502376	5.659899	-1.765824
27.730380	19.602372	17.646439	2.175769
27.750483	10.214701	9.052738	1.374201
27.770489	19.758035	14.759614	-0.406567
27.790500	6.662509	6.955446	1.071443
27.810431	10.510577	6.267536	-1.198224
27.830564	21.041281	18.487142	1.225630
27.850453	9.959254	8.949742	-1.214313
27.870473	8.915695	8.310111	-1.809231
27.890449	22.741545	16.573255	1.803506
27.910460	19.156221	17.431164	-0.479708
27.930419	6.887275	4.113472	-1.527069
27.950445	9.879926	8.898993	-1.236458
27.970428	22.718112	16.579477	1.759389
27.990418	6.297726	6.770881	-1.537453
28.010438	12.216798	10.306861	2.993257
28.030378	19.199681	17.518559	-0.538059
28.050442	9.457160	7.337848	-1.859864
28.070442	9.253996	8.550270	0.716177
28.090420	18.331368	21.358121	2.025562
28.110445	7.249281	7.355826	-0.960714
28.130426	16.516509	15.940509	-0.261729
28.150420	8.658601	11.236372	0.700852
28.170422	9.238813	8.562728	0.698067
28.190480	19.038270	19.149449	-0.607603
28.210420	6.289153	6.811976	-1.585431
28.230421	11.251338	12.814204	0.357832
28.250891	17.834029	20.898732	1.917628
28.270418	9.087589	8.569535	-1.970984
28.290420	9.221618	8.579029	0.674557
28.310447	19.378343	19.432432	1.937793
28.330458	6.251896	6.800834	-1.603430
28.350542	9.551150	11.808704	1.257718
28.370419	18.182208	17.075081	-1.297309
28.390442	15.223380	19.632283	-0.364323
28.410390	10.204933	9.208717	1.252286
28.430420	9.187968	8.586177	0.646946
28.450510	18.333291	20.179835	-0.727039
28.470438	9.818591	7.658567	0.641619
28.490392	15.478744	18.542842	-3.031199
28.510423	9.525486	8.809107	3.246903
28.530421	9.811870	8.990145	-1.395362
28.550421	15.186844	19.703526	-0.427043
28.570428	9.178052	8.615435	0.619880
28.590444	9.409422	7.428143	-2.007929
28.610440	18.714289	20.538609	1.824302
28.630478	15.983039	15.812760	-3.086581
28.650422	8.574645	11.364168	0.604224
28.670441	9.541593	10.184894	1.197442
28.690389	18.375283	17.313376	1.195623
28.710419	8.525413	11.326479	0.591616
28.730400	8.816280	8.434875	-2.050582
28.750422	18.876641	19.375998	-0.871095
28.770420	9.153080	8.646311	0.580261
28.790420	10.122781	9.237491	1.176284
28.810505	16.653214	20.683936	-1.491472
28.830393	9.195017	8.701515	0.572231
28.850559	18.090293	18.897543	1.121295
28.870419	9.201232	8.719434	0.565451
28.890442	9.745827	9.028216	-1.492036
28.910503	17.575237	19.984328	1.104844
28.930422	9.165572	8.701201	0.552570
28.950417	8.140592	11.178566	-2.108622
28.970420	21.568565	20.698674	3.962391
28.990502	6.738963	5.882472	-1.732298
29.010423	11.115472	13.034564	0.155491
29.030462	17.578608	21.392672	-0.998706
29.050425	10.694624	8.319579	1.127871
29.070493	7.842877	12.341834	0.522776
29.090485	13.975921	21.044907	-1.238813
29.110403	9.460934	12.065711	1.120080
29.130420	9.033254	10.446519	0.513975
29.150491	13.892744	20.986563	-1.255053
29.170428	7.142248	7.518215	-1.179199
29.190443	7.178741	15.131173	0.503444
29.210402	16.168795	18.009678	-0.683654
29.230490	9.350982	11.989928	1.089945
29.250425	13.940486	21.170830	-1.301149
29.270423	5.823288	9.867790	0.886977
29.290420	9.070951	8.721456	0.486890
29.310455	17.147801	24.450762	1.561895
29.330420	8.411340	11.490046	0.480160
29.350420	9.361309	12.069377	1.075512
29.370456	13.465478	20.895468	-4.018009
29.390478	8.371406	11.469399	0.467385
29.410388	9.015072	10.565247	0.467583
29.430444	19.565378	27.844950	1.109968
29.450418	5.439100	9.698927	-1.829324
29.470442	7.752902	12.453425	0.453681
29.490418	9.044204	8.763196	0.452317
29.510442	8.592466	10.310105	-2.245032
29.530402	17.698370	23.668619	1.490228
29.550419	8.334377	11.506383	0.440243
29.570455	8.322780	11.499157	0.437343
29.590421	17.059672	24.657583	1.469785
29.610420	5.398351	9.713723	-1.855198
29.630421	14.313403	20.284022	-1.432551
29.650421	9.352003	8.995077	3.130649
29.670451	8.299154	11.523765	0.420659
29.690452	16.628799	24.442796	-1.277901
29.710418	5.986513	8.780301	-1.877236
29.730414	11.587169	14.944531	3.296255
29.750499	14.197694	20.246560	-1.468525
29.770419	8.317488	11.610696	0.404044
29.790442	8.270520	11.553991	0.399460
29.810462	17.149135	23.507166	-1.328252
29.830441	8.277036	11.589953	0.391709
29.850509	9.298800	10.342657	0.983982
29.870534	13.582470	21.319109	-1.517077
29.890419	8.557918	10.467074	-2.358314
29.910420	9.214507	12.196338	0.975911
29.930384	16.516424	23.236799	0.748674
29.950420	9.185854	12.185570	0.966835
29.970466	14.228177	18.566557	-1.554197
29.990452	8.580622	11.837861	3.098246
30.010443	8.595265	8.621002	-2.375110
30.030440	17.403254	23.846970	1.310752
30.050424	8.938416	8.848887	0.352496
30.070462	10.869526	11.397142	-0.098419
30.090442	20.813109	16.316882	-2.505258
30.110440	11.837538	10.679100	2.631566
30.130758	11.306809	10.298035	-0.114004
30.150393	9.469073	5.952472	-2.457676
30.170381	10.525973	9.864642	-0.724245
30.190430	26.530861	19.923265	2.023624
30.210432	8.563984	8.636838	-2.431980
30.230424	11.477889	10.474419	-0.143801
30.250422	24.020385	18.370285	2.455406
30.270452	12.180783	7.665614	-0.155920
30.290379	10.540625	9.905654	-0.762054
30.310443	8.871747	8.835706	0.299491
30.330441	15.105862	9.510644	2.126540
30.350420	22.712100	17.570344	-0.950449
30.370423	9.854958	9.474735	0.886377
30.390474	11.422626	10.457410	-0.185321
30.410420	12.570126	7.919412	2.585762
30.430422	19.021707	18.535109	-3.287046
30.450419	13.149739	8.288254	0.395504
30.470415	11.443905	10.493488	-0.207696
30.490490	23.532033	18.106563	-0.427538
30.510421	11.822691	10.751922	2.566341
30.530442	11.819795	7.454948	-3.001812
30.550441	20.301600	19.385526	0.018271
30.570439	13.139045	8.290695	0.359925
30.590516	10.421411	9.857254	-0.838704
30.610443	13.183135	8.320359	0.351946
30.630419	11.433941	10.518231	-0.252861
30.650470	22.565568	17.537869	-1.114657
30.670419	11.442735	10.536882	-0.267068
30.690420	10.447518	9.902920	-0.869422
30.710460	23.523967	18.161920	-0.554677
30.730442	11.761355	10.744823	2.516132
30.750419	23.934283	18.443843	2.223506
30.770457	7.865405	8.281189	-0.393291
30.790448	12.162903	7.690066	-0.299288
30.810437	12.007715	9.566174	-0.303869
30.830420	11.202379	7.084338	-0.907628
30.850442	22.488242	22.207703	2.176659
30.870407	12.172318	7.701132	-0.321306
30.890467	11.347724	10.497701	-0.324365
30.910421	22.617259	17.652120	-1.265956
30.930430	11.715780	10.747661	2.476438
30.950442	12.399460	6.504224	-3.158703
30.970424	20.205857	19.475498	-0.186058
30.990419	13.451755	8.520022	3.065271
31.010420	10.402256	9.930841	-0.958080
31.030455	20.304060	17.547518	-0.212883
31.050419	11.377971	10.563390	-0.372789
31.070442	11.341704	10.534006	-0.376284
31.090441	20.763319	18.521559	-0.243020
31.110464	0.000000	0.000000	0.000000
31.130442	22.101010	20.737311	1.454330
31.150416	10.571339	13.433743	-0.397598
31.170434	16.954961	18.826982	0.250707
31.190421	8.792213	8.949288	0.121836
31.210420	11.331884	10.563708	-0.411882
31.230443	19.905526	21.395388	-0.303566
31.250466	8.766715	8.940307	0.109873
31.270420	11.346409	10.595675	-0.428828
31.290493	21.937697	20.681155	1.375719
31.310458	7.986408	11.849907	0.098653
31.330444	11.316700	10.586728	-0.443894
31.350424	20.086221	19.563302	-0.359320
31.370419	8.760335	8.966494	0.086749
31.390496	11.255142	10.545409	-0.457785
31.410408	19.329752	22.535273	-0.388395
31.430439	11.617270	10.796080	2.384608
31.450420	7.448274	8.148428	-3.390683
31.470425	22.906478	21.408380	1.899031
31.490438	8.733734	8.972007	0.063425
31.510388	22.607260	21.256515	-0.989554
31.530508	8.680489	8.928977	0.053884
31.550469	7.933967	11.895073	0.051825
31.570440	11.628310	10.845790	2.368378
31.590371	10.339664	10.032114	-1.112804
31.610420	19.932248	19.556011	-0.473597
31.630427	11.251058	10.611892	-0.522746
31.650420	10.297527	10.007639	-1.126431
31.670420	19.140204	22.512157	-0.504533
31.690431	8.703673	8.994982	0.025080
31.710489	11.553074	10.815252	2.333657
31.730456	19.972480	19.663696	-0.530528
31.750479	7.732362	8.382109	-0.583345
31.770420	11.263940	10.663182	-0.559627
31.790512	20.173517	19.775127	2.323543
31.810369	8.752836	9.076759	0.003923
31.830419	10.364491	13.511095	-0.571079
31.850444	19.873909	19.633869	-0.581691
31.870462	10.589676	10.242299	1.712911
31.890666	19.342249	19.250434	-3.466819
31.910448	8.769363	9.123101	-0.017263
31.930420	11.562741	10.888688	2.305373
31.950419	22.396128	21.309751	-1.212948
31.970419	11.537629	10.878273	2.294060
31.990421	9.390880	12.959127	-1.214992
32.010446	22.342437	21.297534	-1.245109
32.030421	0.000000	0.000000	0.000000
32.050420	7.798233	22.347673	-0.630245
32.070419	-1.923897	7.804749	0.000166
32.090420	-6.764841	12.968036	0.589236
32.110408	-14.273875	22.003503	2.366046
32.130443	-8.677320	11.694856	-1.134938
32.150452	-7.497176	9.011684	1.773151
32.170420	-17.424884	22.084805	0.036113
32.190493	-8.774957	8.125867	-1.730653
32.210478	-8.719214	11.692922	-1.139272
32.230406	-17.156318	23.656079	0.632937
32.250419	-9.951391	12.210459	1.168161
32.270402	-15.994332	19.462734	-2.281198
32.290419	-8.819311	8.106102	-1.737104
32.310421	-8.397491	11.861769	1.764722
32.330423	-14.722979	21.600949	-0.558143
32.350458	-8.154984	9.874221	1.759256
32.370421	-9.726716	11.008655	-1.743559
32.390484	-17.212127	19.842235	0.019720
32.410444	-8.159816	10.666362	-1.144305
32.430446	-7.273214	7.737361	-1.141795
32.450454	-18.158647	22.747652	0.015948
32.470422	-9.159790	9.231925	1.158618
32.490443	-6.253285	11.862755	0.577910
32.510429	-17.082386	17.873491	0.010380
32.530484	-6.883060	12.773256	0.575349
32.550420	-11.688533	9.673885	-3.476115
32.570472	-16.329962	18.991125	2.895089
32.590458	-7.557073	13.741172	0.575118
32.610421	-8.497127	11.762526	1.751478
32.630419	-17.375950	19.712859	0.000619
32.650419	-8.890518	7.971326	-1.746408
32.670469	-14.857311	21.300606	-0.573520
32.690420	0.000000	0.000000	0.000000
32.710467	-18.255364	22.483825	-0.004104
32.730453	-12.301741	9.148965	-1.177084
32.750440	-7.885580	10.746358	1.741755
32.770422	-18.345439	22.498366	-0.009987
32.790455	-8.855462	11.414539	-1.148513
32.810448	-9.479392	11.021203	1.138255
32.830444	-10.461188	11.724114	-1.750552
32.850441	-8.544435	11.643601	1.735029
32.870452	-17.730510	21.441902	-0.017018
32.890490	-9.817120	10.730454	-1.747819
32.910420	-10.143134	15.482475	1.736882
32.930418	-7.998777	8.505259	-1.153143
32.950419	-9.509047	10.959761	1.130650
32.970420	-20.608101	19.435859	-2.341479
32.990419	-5.830835	11.354505	1.162343
33.010441	-8.870489	9.983339	1.126222
33.030419	-17.564704	19.411109	-0.029861
33.050442	-9.569700	12.247705	-1.154847
33.070468	-16.627024	16.467215	-0.032943
33.090420	-8.647896	8.049104	1.124364
33.110508	-10.168697	-0.062023	0.559099
33.130423	-22.120639	-3.368676	-0.082628
33.150410	-7.149461	-3.557792	2.272296
33.170459	-11.186061	-11.213872	-2.357221
33.190424	-18.395328	-14.820422	-0.102090
33.210422	-8.403815	-9.292387	-0.054658
33.230459	-10.865009	-10.982673	0.494197
33.250420	-19.647237	-17.055978	-1.842035
33.270419	-8.411854	-9.287300	-0.065267
33.290378	-9.003311	-6.215169	2.799741
33.310428	-19.601205	-20.462218	-2.452109
33.330492	-9.296105	-6.414546	-0.075863
33.350421	-10.940255	-11.031899	0.467449
33.370414	-17.757804	-15.719599	-0.166499
33.390419	-8.424310	-9.275787	-0.086928
33.410478	-20.182858	-17.370210	0.357170
33.430442	-9.349053	-6.445563	-0.095479
33.450441	-8.433317	-9.274027	-0.097796
33.470413	-20.281964	-17.441209	0.333074
33.490437	-8.428872	-9.259347	-0.106030
33.510441	-9.334754	-6.431574	-0.108614
33.530425	-19.387043	-20.263125	0.307250
33.550423	-9.340896	-6.433051	-0.117015
33.570443	-10.921984	-10.964871	0.409720
33.590482	-20.238775	-17.371627	0.278705
33.610445	0.000000	0.000000	0.000000
33.630443	-18.460810	-19.588863	0.864453
33.650443	-12.170730	-8.374775	-2.442412
33.670399	-8.139346	-9.044424	2.699754
33.690420	-20.276630	-17.378730	0.237387
33.710399	-11.302813	-11.208685	-2.455834
33.730420	-8.459011	-9.242666	-0.148510
33.750419	-20.312090	-17.390869	0.212462
33.770420	-8.473134	-9.248343	-0.157029
33.790389	-19.472422	-20.234187	0.192994
33.810442	-9.332712	-6.410917	-0.164962
33.830443	-8.142783	-9.011141	2.649147
33.850420	-23.188248	-19.343044	-2.142463
33.870421	-8.486596	-9.239353	-0.177165
33.890506	-8.453110	-9.199214	-0.178902
33.910474	-11.873645	-8.149371	0.325343
33.930465	-10.988803	-10.950556	0.320360
33.950444	-16.070945	-17.843261	0.218808
33.970412	-9.984057	-6.848064	2.016015
33.990422	-10.387256	-10.523461	-1.900345
34.010443	-21.282533	-17.988051	-0.500821
34.030420	-8.516169	-9.238148	-0.205942
34.050419	-8.170392	-8.994510	2.591320
34.070422	-19.775279	-16.942242	-2.128117
34.090400	-8.184693	-9.000721	2.582111
34.110448	-11.321187	-11.134028	-2.515060
34.130421	-20.500560	-20.816417	-0.555564
34.150434	-8.517376	-9.210363	-0.228209
34.170508	-16.988735	-18.359960	-0.462467
34.190419	-8.567054	-9.252988	-0.236882
34.210444	-8.182176	-8.967617	2.544471
34.230499	-17.021691	-18.366349	-0.485070
34.250419	-8.571302	-9.242870	-0.247923
34.270419	-11.126673	-14.340563	-0.365589
34.290758	-16.802771	-18.096315	-0.499693
34.310441	-8.684275	-9.347229	-0.261966
34.330441	-11.047834	-10.903330	0.218545
34.350411	-17.129569	-18.417893	-0.530698
34.370439	-8.205199	-8.949855	2.500692
34.390403	-11.417082	-11.148008	-2.573689
34.410420	-8.213644	-8.951311	2.493476
34.430443	-10.549434	-13.886533	-2.571489
34.450419	-16.813289	-18.161893	2.205702
34.470491	-11.369079	-11.078196	-2.572901
34.490419	-12.057798	-11.567602	-0.420670
34.510585	-16.672021	-17.978148	2.156267
34.530446	-10.661899	-13.979869	-2.611103
34.550451	-19.323967	-19.814262	2.616082
34.570418	-6.091008	-7.480874	-0.771191
34.590434	-8.241491	-8.932406	2.444042
34.610421	-20.037344	-20.280919	-2.923688
34.630465	-8.574864	-9.145454	-0.317006
34.650452	-9.203627	-9.579053	1.832463
34.670409	-19.745741	-20.067425	-0.195328
34.690423	-8.596377	-9.153248	-0.329514
34.710428	-8.601791	-9.155370	-0.332139
34.730449	-19.700946	-19.990789	-0.220408
34.750391	-8.635441	-9.179749	-0.341615
34.770445	-7.435809	-11.647221	2.391052
34.790489	-20.037392	-20.183021	-2.980453
34.810418	-8.309314	-8.947577	2.393790
34.830494	-8.589354	-9.110397	-0.353828
34.850444	-22.325527	-21.737784	0.168541
34.870420	-8.638641	-9.150810	-0.364907
34.890419	-8.630777	-9.138848	-0.366988
34.910419	-19.608732	-21.776342	-0.302503
34.930422	-8.636289	-9.131528	-0.375321
34.950419	-6.093853	-8.784438	1.312171
34.970394	-11.167781	-10.841474	0.055310
34.990448	-17.243125	-18.206342	-0.768458
35.010432	-8.314396	-8.902822	2.333963
35.030401	-11.520996	-11.067730	-2.684902
35.050473	-17.049733	-21.312928	1.321271
35.070422	-8.678784	-9.141215	-0.402066
35.090465	-8.640423	-9.097200	-0.402690
35.110420	-20.829849	-20.607399	-0.989958
35.130419	-16.993076	-17.993758	1.883717
35.150443	-8.659266	-9.098417	-0.417621
35.170443	-11.187915	-10.802682	0.000982
35.190389	-18.791941	-15.928981	1.259029
35.210391	-8.675933	-9.102750	-0.430121
35.230488	-11.925167	-8.029547	-0.015246
35.250440	-22.793606	-21.872293	-2.750833
35.270479	-9.110463	-6.131680	2.252312
35.290404	-21.700116	-17.866733	-1.084438
35.310419	-8.682643	-9.087988	-0.450972
35.330420	-9.131201	-6.142984	2.239662
35.350427	-20.677529	-17.152822	-0.509597
35.370421	-9.642559	-9.728077	-1.062635
35.390484	-11.957391	-8.040821	-0.060180
35.410420	-8.726494	-9.116661	-0.470772
35.430557	-22.723446	-18.489725	2.525538
35.450419	-11.303083	-10.852537	-0.079661
35.470441	-23.545228	-19.048269	-2.849046
35.490480	-10.065301	-6.762628	1.587852
35.510422	-11.265790	-10.804007	-0.096694
35.530531	-20.607343	-17.047173	-0.597113
35.550513	-8.724911	-9.082942	-0.502288
35.570441	-9.178175	-6.162594	2.175953
35.590407	-21.710511	-17.798309	-1.229746
35.610420	-8.717749	-9.064224	-0.513571
35.630419	-11.067429	-7.427904	0.470146
35.650448	-20.553524	-20.203237	1.406915
35.670423	-12.371692	-8.299672	-2.809669
35.690445	-17.863866	-15.184608	1.598216
35.710485	-9.660805	-9.675636	-1.131989
35.730479	-12.022992	-8.062257	-0.157881
35.750511	-19.632010	-19.549060	1.945386
35.770425	-12.416558	-8.322571	-2.838290
35.790480	-11.238842	-10.717840	-0.174667
35.810404	-20.509460	-16.946442	1.920261
35.830440	-12.198813	-11.355268	-0.786787
35.850419	-8.224215	-5.508952	2.684964
35.870498	-23.753689	-22.251996	-3.631436
35.890442	-9.188860	-6.152453	2.075392
35.910440	-8.418054	-8.816489	2.065023
35.930499	-23.593475	-18.960486	-3.067638
35.950529	-10.096891	-6.757506	1.450238
35.970420	-11.355079	-10.789726	-0.230282
35.990478	-20.745182	-17.041258	-0.828544
36.010440	-8.444884	-8.823162	2.037002
36.030422	-21.779716	-17.734273	-1.453865
36.050420	-9.513790	-6.361748	-0.609436
36.070501	-11.260144	-10.677708	-0.257010
36.090419	-19.611221	-14.907665	0.796607
36.110419	-20.095371	-19.740890	-0.895862
36.130528	-8.737816	-8.973538	-0.623979
36.150419	-8.492672	-8.841409	2.001539
36.170538	-21.030977	-18.534110	-1.514402
36.190418	-8.845852	-9.071426	-0.643340
36.210449	-9.070815	-7.829040	1.970548
36.230464	-21.059124	-20.332543	-1.550720
36.250420	-6.888112	-7.741676	1.023528
36.270442	-11.322734	-10.685993	-0.315047
36.290475	-21.056965	-20.299258	-1.577567
36.310419	-8.490741	-8.800539	1.948417
36.330420	-10.713512	-11.636894	-0.333024
36.350451	-21.476822	-16.065878	-1.010110
36.370419	-9.436724	-9.416366	1.327933
36.390420	-19.830685	-19.450437	1.564493
36.410426	0.000000	0.000000	0.000000
36.430420	-21.135009	-20.307680	-1.650448
36.450422	-8.483909	-8.761637	1.901585
36.470444	-10.722196	-11.609079	-0.372649
36.490419	-23.713033	-22.000889	-1.360692
36.510442	-9.453558	-8.025798	-0.706407
36.530386	-12.355882	-11.328185	-0.992066
36.550550	-17.195467	-17.584356	1.147270
36.570431	-9.505108	-9.434531	1.273679
36.590421	-11.388301	-10.664653	-0.408375
36.610466	-22.093851	-22.210899	-0.828476
36.630419	-9.479089	-9.392882	1.249488
36.650420	-12.021045	-9.703458	-0.426917
36.670431	-17.359579	-17.692183	1.091253
36.690518	-12.633726	-11.451203	-3.596765
36.710419	-8.560845	-8.776714	1.832644
36.730421	-20.244233	-20.947116	0.766734
36.750456	-8.851041	-8.939378	-0.758245
36.770432	-20.912356	-20.013629	0.741390
36.790422	-9.505199	-8.005184	-0.769494
36.810469	-9.799949	-9.553582	-1.367399
36.830421	-18.405416	-18.337072	0.412415
36.850435	-19.321423	-20.274540	1.288167
36.870449	-8.877943	-8.933817	-0.786916
36.890420	-9.506173	-9.352525	1.168949
36.910471	-21.501254	-18.955807	0.652478
36.930420	-8.285701	-9.907630	-0.802820
36.950419	-11.439236	-10.612494	-0.516444
36.970472	-9.478021	-9.306009	1.141133
36.990419	-11.473277	-10.635960	-0.527331
37.010422	-19.326680	-21.905143	1.197756
37.030419	-11.452962	-10.602840	-0.540215
37.050422	-11.451649	-10.597409	-0.544690
37.070391	-21.007102	-19.944955	0.561421
37.090426	-8.228188	-11.493262	-0.833285
37.110444	-12.402905	-11.206209	-1.160440
37.130418	-17.516809	-17.615575	0.852341
37.150421	-9.204384	-12.125607	-1.445710
37.170506	-18.379025	-18.128952	0.230288
37.190420	-8.966081	-8.939092	-0.859261
37.210619	-18.250979	-19.640652	0.208361
37.230476	-7.988630	-11.340971	1.674684
37.250423	-9.913680	-9.541882	-1.470851
37.270448	-8.584682	-8.654374	1.652013
37.290422	-19.789021	-23.418743	0.433760
37.310369	-9.922469	-9.533477	-1.484138
37.330431	-17.455491	-20.458810	2.659505
37.350588	-11.755471	-10.692802	-3.127015
37.370415	-6.067504	-10.045492	3.312379
37.390493	-11.465379	-10.506146	-0.640583
37.410440	-20.831850	-22.676520	-2.156526
37.430422	-17.908164	-20.728176	0.094801
37.450441	-9.567496	-9.253048	0.995483
37.470442	-7.982590	-11.211618	1.590526
37.490438	-18.558354	-18.118050	0.062896
37.510442	-9.286116	-12.047613	-1.525021
37.530457	-17.916885	-20.657686	0.041943
37.550509	-8.959561	-8.825796	-0.932542
37.570390	-10.972257	-13.162950	-0.701586
37.590419	-9.582851	-9.228103	0.955908
37.610428	-10.565951	-12.847270	1.788051
37.630498	-20.794713	-22.452293	-2.256807
37.650468	-17.659297	-20.435318	2.473464
37.670447	0.000000	0.000000	0.000000
37.690440	-20.898958	-22.514984	-2.296626
37.710439	-17.656859	-20.384319	2.433266
37.730404	-9.026374	-8.837382	-0.977422
37.750449	-11.878916	-13.631250	-1.348250
37.770440	-17.685946	-20.369789	2.397460
37.790420	-8.408917	-11.378739	-0.990031
37.810443	-12.525946	-11.080539	-1.367573
37.830401	-18.082678	-20.605073	-0.116080
37.850439	-8.054430	-11.110202	1.470536
37.870434	-18.066985	-20.550451	-0.139169
37.890421	-9.997838	-9.422022	-1.611126
37.910462	-9.018927	-11.713007	0.855351
37.930454	-8.700212	-8.573783	1.451943
37.950557	-11.892987	-13.543582	-1.401277
37.970420	-17.259369	-20.031918	0.416421
37.990420	-9.055273	-11.720876	0.833918
38.010390	-21.057977	-22.409865	-2.467699
38.030493	-9.618371	-9.123906	0.816207
38.050475	-8.120038	-11.100225	1.415909
38.070456	-9.682506	-9.175901	0.811471
38.090430	-20.483512	-24.914592	-2.506973
38.110458	-8.711405	-8.530433	1.394274
38.130421	-12.023358	-13.593579	-1.464907
38.150428	-12.676044	-16.906155	1.777792
38.170427	-5.486311	-3.532053	-2.058850
38.190458	-2.566613	-1.652370	0.194873
38.210529	0.591378	-2.521710	0.000000
38.230468	0.000000	0.000000	0.000000
38.250479	-2.569333	-1.653758	0.194760
38.270439	0.000000	0.000000	0.000000
38.290439	-0.956803	-0.615848	-0.598932
38.310484	0.000000	0.000000	0.000000
38.330442	0.345653	0.222480	2.453860
38.350419	-2.919158	-1.878923	-2.256782
38.370433	0.000000	0.000000	0.000000
38.390443	0.344747	0.221897	2.447238
38.410420	-0.957933	-0.616576	-0.599640
38.430451	0.000000	0.000000	0.000000
38.450418	-2.920602	-1.879853	-2.257746
38.470420	0.000000	0.000000	0.000000
38.490449	0.707808	3.362771	3.042478
38.510440	0.000000	0.000000	0.000000
38.530418	0.000000	0.000000	0.000000
38.550486	-2.905791	-1.870731	-2.246593
38.570471	0.000000	0.000000	0.000000
38.590417	0.000000	0.000000	0.000000
38.610419	0.000000	0.000000	0.000000
38.630421	0.956673	0.615900	0.598889
38.650422	-2.915490	-1.876975	-2.253751
38.670443	0.344638	0.221876	2.445025
38.690423	0.000000	0.000000	0.000000
38.710428	0.000000	0.000000	0.000000
